Tweet,Time,Location,RT
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 35 36  0000 2020,,8267
It s the first of our senior shout outs  Shannon Phillips will attend Alfred University in the fall  She will major  ,Thu Mar 26 13 35 35  0000 2020,"Windsor, NY",2
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 35 34  0000 2020,,8267
RT  Paula Piccard   The education world has been turned upside down  Online learning may reshape the classroom    ,Thu Mar 26 13 35 33  0000 2020,3rd rock from the ☀️,7
RT  clarionledger  Coronavirus and campus  2 Mississippi universities close dorms  Others urge students to go home  ,Thu Mar 26 13 35 30  0000 2020,,3
RT  TundeTASH  Top 10  Sites to learn Excel for free  Sites for Free Online Education  Sites for your career  Sites to review your re,Thu Mar 26 13 35 22  0000 2020,"Paris, France",17155
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 35 15  0000 2020,OCMD,539
Report shows the depth of unhappiness of Cardiff University staff  ,Thu Mar 26 13 35 09  0000 2020,Bristol  (origins Norn Iron),0
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 35 00  0000 2020,,539
Wisconsin s nursing shortage in the spotlight as hospitals face influx of COVID 19 cases   via  WiStateJournal,Thu Mar 26 13 34 56  0000 2020,"Madison, Wis.",0
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 34 48  0000 2020,,178
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 34 45  0000 2020,,135
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 34 38  0000 2020,tyrone ga,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 34 37  0000 2020,"Fayetteville, AR",8267
RT  Thinkforit  Only essential services to be available   Schools  colleges  University  all type of education is missing from the Essent,Thu Mar 26 13 34 36  0000 2020,,1
RT  CardiffUCU  Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary levels of b,Thu Mar 26 13 34 25  0000 2020,"Wales, United Kingdom",32
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 34 17  0000 2020,,8267
RT  piper hankins  Very excited and blessed to announce that ive decided to further my education and softball career at Lamar University ,Thu Mar 26 13 34 16  0000 2020,"Euless, TX",41
Top story   RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to  ,Thu Mar 26 13 34 15  0000 2020,"Dallas, TX, United States",0
RT  AliIrfa31027750  Online classes are just to cover the courses at university s end  In technical degrees where healthy questioning for u,Thu Mar 26 13 34 01  0000 2020,,23
RT  Daily Press  Hampton University is still requiring all faculty and staff to come to campus  ,Thu Mar 26 13 33 59  0000 2020,,7
 VintageSoul No 24 hrs only Who taught u education Did you studied in whatsapp University Hopeless girl   ,Thu Mar 26 13 33 53  0000 2020,🖕🖕🖕,0
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 33 49  0000 2020,"Edmonton, Alberta",178
RT  CardiffUCU  Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary levels of b,Thu Mar 26 13 33 47  0000 2020,Cardiff,32
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 33 42  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 33 34  0000 2020,,8267
TO GET ONE OF THE BEST EDUCATION IN THE WORLD YOU MUST BE  ALIVE       ,Thu Mar 26 13 33 31  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 33 01  0000 2020,,8267
 SimplyCidalia  Agoodyear2015  CBCNews It is truly unfortunate  specially in a nation like Canada  that there are s  ,Thu Mar 26 13 32 54  0000 2020,"Edmonton, AB, Canada",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 32 53  0000 2020,"Bangor, ME",8267
RT  CardiffUCU  Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary levels of b,Thu Mar 26 13 32 52  0000 2020,"Cardiff, Wales",32
RT  kinlinglo     Chinese foreign ministry has confirmed Yuan Keqin  a prof at Hokkaido University of Education  has been arrested,Thu Mar 26 13 32 48  0000 2020,Hong Kong,17
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 32 46  0000 2020,"Punjab, Pakistan",135
Education did not come without a cost   Slaves found learning got 50 lashes on their back and anyone who was teachi  ,Thu Mar 26 13 32 45  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 32 44  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 32 42  0000 2020,"Spring Hill, TN 37174",8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 32 42  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 32 30  0000 2020,South Louisiana,8267
The CQ University is renowned for its top notch education structure that offers flexible study options with online  ,Thu Mar 26 13 32 06  0000 2020,"Hyderabad, India",0
 IYC Kendra ki sarkar Ko Sahi Mayne m sabhi Nagriko ki Kisano ki Majduro Chhote Vyapariyo ki Help karna chahiye  He  ,Thu Mar 26 13 31 45  0000 2020,"Raipur, India",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 31 45  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 31 36  0000 2020,,8267
RT  CardiffUCU  Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary levels of b,Thu Mar 26 13 31 26  0000 2020,"Cardiff, Wales",32
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 31 15  0000 2020,"Saskatoon, SK",178
RT  TeesUniLTE   AdvanceHE have established Advance HE Connect  an online network dedicated to higher education Teesside University staff,Thu Mar 26 13 31 08  0000 2020,,4
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 31 04  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 31 03  0000 2020,,8267
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 31 03  0000 2020,,135
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 30 54  0000 2020,,178
Looking for a Writing  Social Sciences  or University application tutor   Check out Georgia s profile for  ,Thu Mar 26 13 30 51  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 30 50  0000 2020,,8267
RT  scooterrab   AzeemIbrahim Highest number of University graduates by population  Free education thanks ,Thu Mar 26 13 30 41  0000 2020,,1
RT  EmilyLiebtag  Daily  design challenges from my friend who is a professor at the University of Louisianna at Lafayette    ,Thu Mar 26 13 30 38  0000 2020,"Plymouth, England",1
Just being real with you as someone who respected my president significantly more a month ago than today  You stole  ,Thu Mar 26 13 30 33  0000 2020,,0
RT  virginianpilot  Hampton University requiring faculty and staff to come to campus during coronavirus pandemic  ,Thu Mar 26 13 30 27  0000 2020,"Sometimes here, sometimes there",7
RT  NMAAHC  After the conclusion of the Civil war   HowardU was conceptualized as a theological seminary for the education of African Ameri,Thu Mar 26 13 30 26  0000 2020,,108
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 30 23  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 30 16  0000 2020,"Malibu, CA",8267
RT  Paula Piccard   The education world has been turned upside down  Online learning may reshape the classroom    ,Thu Mar 26 13 30 00  0000 2020,~/,7
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 29 51  0000 2020,,8267
RT  Paula Piccard   The education world has been turned upside down  Online learning may reshape the classroom    ,Thu Mar 26 13 29 48  0000 2020,UK,7
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 29 38  0000 2020,USA,8267
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 29 33  0000 2020,"New York, NY",539
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 29 15  0000 2020,,8267
Daily  design challenges from my friend who is a professor at the University of Louisianna at Lafayette   ,Thu Mar 26 13 29 10  0000 2020,"Durham, NC",1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 29 08  0000 2020,Canada,8267
RT  musicbeatsform  Only essential services to be available   Schools  colleges  University  all type of education is missing from the Ess,Thu Mar 26 13 29 02  0000 2020,trending m rhta hu 🤘,76
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 28 44  0000 2020,,178
RT  MauriceHirsch4  At the ceremony  Chairman of the Al Quds Open University Board of Governors said We must reward a man who has sacrifi,Thu Mar 26 13 28 33  0000 2020,Bedford,6
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 28 28  0000 2020,,8267
RT  HargreavesBC   Younger vulnerable kids with emotional or learning difficulties who are in stressed out families  need to see  amp  hear the,Thu Mar 26 13 28 27  0000 2020,,36
 KellyMeyerhofer reports that the Wisconsin Nursing Board took emergency measures that could soon add retired nurse  ,Thu Mar 26 13 28 22  0000 2020,"Madison, WI",0
Coronavirus and campus  2 Mississippi universities close dorms  Others urge students to go home  ,Thu Mar 26 13 28 10  0000 2020,South Mississippi,1
RT  Paula Piccard   The education world has been turned upside down  Online learning may reshape the classroom    ,Thu Mar 26 13 28 10  0000 2020,Germany,7
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 28 06  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 27 57  0000 2020,"Delaware, USA",8267
RT  MauriceHirsch4  At the ceremony  Chairman of the Al Quds Open University Board of Governors said We must reward a man who has sacrifi,Thu Mar 26 13 27 54  0000 2020,Israel,6
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 27 45  0000 2020,,8267
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 27 43  0000 2020,"manitoba, Canada",178
RT  AliIrfa31027750  Online classes are just to cover the courses at university s end  In technical degrees where healthy questioning for u,Thu Mar 26 13 27 37  0000 2020,"Lahore, Pakistan",23
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 27 30  0000 2020,NJ,8267
NOUVELLES   Le Bulletin ducation Canada  Mars 2020  ,Thu Mar 26 13 27 15  0000 2020,"Ottawa, Canada",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 27 10  0000 2020,USA,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 26 55  0000 2020,,8267
RT  calphonso  As online learning rolls out  could it reshape education long after the COVID 19 pandemic is over   ,Thu Mar 26 13 26 42  0000 2020,CANADA,16
Coronavirus University Education High Priced Higher Learning Experience Get You Some   ,Thu Mar 26 13 26 30  0000 2020,America's Paradise🌊🌴💖,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 26 28  0000 2020,ゆっくりまったりの通り道 鍵垢さんは一言お声がけ下さい。,8267
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 26 16  0000 2020,"Côte-des-Neiges, Montréal",178
RT  scholasticCDA  Scholastic Education Canada is committed to supporting parents and teachers during    We ve made our digital subs,Thu Mar 26 13 26 12  0000 2020,"Toronto, Ontario",237
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 26 07  0000 2020,United States,8267
Only essential services to be available   Schools  colleges  University  all type of education is missing from th  ,Thu Mar 26 13 26 03  0000 2020,Home ,0
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 25 49  0000 2020,"Snuneymuxw, Homalco, & K'ómoks",178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 25 44  0000 2020,,8267
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 25 36  0000 2020, Alberta ,178
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 25 15  0000 2020,Earth 😂🙈,135
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 25 12  0000 2020,,8267
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 25 01  0000 2020,,135
RT  Mr Ceyram  Ghana Medical Association we are understaffed My school father got 7As and 1B in English  He was deprived admission into th,Thu Mar 26 13 24 54  0000 2020,"Tema, Ghana",313
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 51  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 49  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 47  0000 2020,,8267
RT  WTelesphory    NAME  Delphinus Hermengld Rwebugisa EDUCATION Bachelor of public administration  Records and             archi,Thu Mar 26 13 24 45  0000 2020,"Dar es Salaam, Tanzania",2
Just remembered being tangentially involved in this  as an undergraduate  Tale as old as time   ,Thu Mar 26 13 24 40  0000 2020,"York, These Isles",0
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 24 30  0000 2020,land of Dream,135
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 28  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 20  0000 2020,1600 Pennsylvania Avenue NW,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 16  0000 2020,"Seattle, WA",8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 24 04  0000 2020,"Missouri, USA",8267
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 24 02  0000 2020,,135
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 23 54  0000 2020,"Islamabad, Pakistan",135
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 23 47  0000 2020,Dallas,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 23 46  0000 2020,,8267
RT  virginianpilot  Hampton University requiring faculty and staff to come to campus during coronavirus pandemic  ,Thu Mar 26 13 23 36  0000 2020,"Georgia, USA",7
RT  Paula Piccard   The education world has been turned upside down  Online learning may reshape the classroom    ,Thu Mar 26 13 23 22  0000 2020,,7
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 23 15  0000 2020,Here. ,539
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 23 04  0000 2020,"Lahore, Pakistan",135
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 23 00  0000 2020,Ohio,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 22 58  0000 2020,"South Bend, IN",8267
Someone in the  Annapolis Valley Regional Centre for Education   Nova Scotia  Canada Just wondering  ,Thu Mar 26 13 22 52  0000 2020,Germany,0
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 22 47  0000 2020,Pakistan,135
13  If you can spread out your education over more time  great  This won t affect you as much  But  if you need to  ,Thu Mar 26 13 22 42  0000 2020,,0
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 22 38  0000 2020,Atlantic Provinces,178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 22 32  0000 2020,NH & FL,8267
RT  virginianpilot  Hampton University requiring faculty and staff to come to campus during coronavirus pandemic  ,Thu Mar 26 13 22 31  0000 2020,"Williamsburg, VA",7
Another important read for those working in higher education  Fourth  we need to build on the opportunities that t  ,Thu Mar 26 13 22 29  0000 2020,,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 22 29  0000 2020,,8267
RT  NMAAHC  After the conclusion of the Civil war   HowardU was conceptualized as a theological seminary for the education of African Ameri,Thu Mar 26 13 22 25  0000 2020,"Halifax, Nova Scotia",108
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 22 23  0000 2020,,8267
RT  globeandmail  As online learning rolls out  education may change forever    ,Thu Mar 26 13 22 22  0000 2020,Halifax,4
RT  crutherford   The education world has been turned upside down  Online learning may reshape the classroom  ,Thu Mar 26 13 22 21  0000 2020,"Hamilton, Ontario",1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 22 17  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 22 10  0000 2020,,8267
COVID 19 s staggering impact on global education  More than a billion students worldwide are unable to go to school  ,Thu Mar 26 13 22 05  0000 2020,"Ginevra, Svizzera",0
Which Countries Provide Free Education At A University Level    via  lynch39083,Thu Mar 26 13 21 51  0000 2020,"Richmond, VA",0
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 21 51  0000 2020,"Detroit, MI",539
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 21 27  0000 2020,,178
Staff survey  cardiffuni shows total collapse in trust  amp  confidence in management  against a backdrop of scary lev  ,Thu Mar 26 13 21 26  0000 2020,"Cardiff, Wales",32
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 21 14  0000 2020,United States,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 21 13  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 21 07  0000 2020,"Mint Hill, NC",8267
  NAME  Delphinus Hermengld Rwebugisa EDUCATION Bachelor of public administration  Records and  ,Thu Mar 26 13 21 01  0000 2020,Karagwe ,2
Hampton University requiring faculty and staff to come to campus during coronavirus pandemic  ,Thu Mar 26 13 21 00  0000 2020,"Norfolk, VA",7
RT  ronaldnzimora  Guys I have followed Ron for years and he s the best at financial education and paying as little as you should If you,Thu Mar 26 13 20 53  0000 2020,Here and There ,6
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 20 14  0000 2020,United States,8267
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 19 49  0000 2020,Quebec,178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 19 40  0000 2020,,8267
RT  NHenryFundi  Lesson plan I developed  Slavery and its Gradual Abolition in Upper Canada  to explore the history of slavery in Canada   ,Thu Mar 26 13 19 09  0000 2020,,40
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 19 03  0000 2020,,135
At the ceremony  Chairman of the Al Quds Open University Board of Governors said We must reward a man who has sac  ,Thu Mar 26 13 19 02  0000 2020,,6
Yuin University    project   Check it out     ,Thu Mar 26 13 18 54  0000 2020,,0
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 18 47  0000 2020,"Cleveland, OH",539
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 18 28  0000 2020,,178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 18 16  0000 2020,,8267
RT  NMAAHC  After the conclusion of the Civil war   HowardU was conceptualized as a theological seminary for the education of African Ameri,Thu Mar 26 13 18 09  0000 2020,United States,108
RT  abdulqadeer03  Education is not just about going to University and getting a degree  It is about widening our knowledge and learning sk,Thu Mar 26 13 18 02  0000 2020,"Islamabad , 🇵🇰Pa💋Tan🇵🇰",127
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 17 41  0000 2020,,8267
RT  abdulqadeer03  Why University Students Want Semester break  students rejected online education   Please take Seriously we need Govt and,Thu Mar 26 13 17 38  0000 2020,,135
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 17 35  0000 2020,🇺🇸My President's America🇺🇸,8267
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 17 29  0000 2020,World,539
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 17 17  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 17 14  0000 2020,"North Carolina, USA",8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 17 07  0000 2020,"North Carolina, USA",8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 17 06  0000 2020,,8267
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 17 06  0000 2020,Ottawa Ontario Canada,178
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 16 57  0000 2020,"Florida, USA",8267
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 16 54  0000 2020,Washington DC,539
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 16 42  0000 2020,"Washington, DC",539
Higher Education Council chair Yekta Sara  University exams to be made on July 25 26 We have carried the sprin  ,Thu Mar 26 13 16 27  0000 2020,"İstanbul, Türkiye",0
NEWS  Education Canada Bulletin  March 2020  ,Thu Mar 26 13 16 27  0000 2020,"Ottawa, Canada",0
RT  Janhaarhuissr  Proud to be alumni and employee of this university       ,Thu Mar 26 13 15 57  0000 2020,"Utrecht, Nederland",1
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 57  0000 2020,"Tacoma, WA / Minneapolis, MN",8267
RT  WaytowichNeil  I hope that  serves as a reminder that Canada s public health system requires massive investments  and a strengt,Thu Mar 26 13 15 52  0000 2020,Toronto,178
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 15 51  0000 2020,,539
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 47  0000 2020,United States,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 43  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 34  0000 2020,,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 29  0000 2020,"Orlando, FL",8267
Are you looking for Barcode enabled integrated library management system  Your search ends here  Try  ,Thu Mar 26 13 15 17  0000 2020,India,0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 15  0000 2020,,8267
RT  HowardU  HU Facts  Howard University operates a world class medical simulation center  6 000 square foot state of the art simulated lea,Thu Mar 26 13 15 09  0000 2020,"Chicago, IL",539
RT  fbcooper1   RepMattGaetz There is  30 000 000 000 set aside for Education to go through Governors  state education  DC doesn t HAVE a G,Thu Mar 26 13 15 09  0000 2020,"Towson, MD",7
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 06  0000 2020,USA,8267
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 04  0000 2020,"El Paso, TX",8267
Only essential services to be available   Schools  colleges  University  all type of education is missing from th  ,Thu Mar 26 13 15 03  0000 2020,"New Delhi, Jalandhar (India)",0
RT  RepMattGaetz   13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,Thu Mar 26 13 15 03  0000 2020,,8267
RT  musicbeatsform  Only essential services to be available   Schools  colleges  University  all type of education is missing from the Ess,Thu Mar 26 13 14 56  0000 2020,MAHADEV KI SHARAN MEIN,76
