title,description,content
Study abroad dreams shattered or delayed,Some students believe it is time to look for a plan B and apply for colleges in India,With an acceptance letter from Australias Deakin University    year old Triptha Luthra was on cloud nine a month back but is now glued to TV following news updates from across the globe about the coronavirus pandemic as uncertainty surrounds her study abroad    chars 
