title,description,content
Fauci  US can expect more than     COVID   deaths  millions of cases,On CNNs State of the Union Sunday  the leading U S  authority on the COVID   pandemic made some grim predictions about the course of the novel coronavirus as it rages through communities within the United States  Dr  Anthony Fauci  the longtime director for,On CNNs State of the Union Sunday  the leading U S  authority on the COVID   pandemic made some grim predictions about the course of the novel coronavirus as it rages through communities within the United States Dr  Anthony Fauci  the longtime director fo    chars 
