title,description,content
Migrants arent to blame for COVID  ,The Trump administration is using the COVID   pandemic as an excuse for hard line immigration policies  The novel coronavirus is already widespread in the US  and its useless to scapegoat migrants at our borders ,This is no time to crack down on immigration Photo by Jaap Arriens NurPhoto via Getty Images To get myself through the pandemic  Ive been summoning everything Ive learned about surviving in a new world as an immigrant  I left the Philippines as a kid to joi    chars 
