title,description,content
Facebook commits    million to journalism amid the coronavirus outbreak,Facebook has pledged    million to support the news industry during the coronavirus crisis  the company announced Monday  The company will grant    million to local news funding through its Facebook Journalism Project  as well as    million in additional ,Facebook has pledged    million to support the news industry during the coronavirus crisis  the company announced Monday The company will grant    million to local news funding through its Facebook Journalism Project  as well as    million in additiona    chars 
