title,description,content
Shul in the Time of Coronavirus,In the early  s  some forgotten soul on the internet coined the term  meatspace  to refer to the offline area that most of us think of as the real world  The term has always been only half a joke  Its funny to think about the real world as secondary t,In the early  s  some forgotten soul on the internet coined the term meatspace to refer to the offline area that most of us think of as the real world  The term has always been only half a joke  Its funny to think about the real world as secondary to cyber    chars 
