title,description,content
GamesBeat Summit Digital speakers  Neil Young  Bing Gordon  and Kate Edwards,Our GamesBeat Summit Digital speakers include Neil Young of N twork  Bing Gordon of Kleiner Perkins  and Kate Edwards of Global Game Jam ,Were taking GamesBeat Summit   into a digital online only format  And heres the next slate of speakers  Neil Young  CEO of N twork  Bing Gordon  chief product officer at Kleiner Perkins  and Kate Edwards  executive director at Global Game Jam Weve added     chars 
