title,description,content
Latest on the coronavirus  Man arrested for  purposely coughing  teen charged for faking COVID     The Globe and Mail,Latest on the coronavirus  Man arrested for  purposely coughing  teen charged for faking COVID   The Globe and Mail   things to know on CTVNews ca for Friday March       Virus scams  COVID   cases  Canada US border CTV News View Full coverage on Google,Latest headlines ul li Bank of Canada cuts key interest rate half percentage point to     per cent li li Federal deficit to top    billion in coming fiscal year due to COVID   pandemic  PBO says li li U S  wont post troops at Canadian border li l    chars 
